ID,발견일시,발견엔진,계정핸들,계정명,팔로워,계정유형,국가,게시일,경과일,영상URL,shortcode,형식(릴스·캐러셀),길이초,조회수,좋아요,댓글,계정중앙조회수,배수,좋아요율,계정평소좋아요율,참여율비,댓글좋아요비,광고점수,광고판정,광고근거,카테고리,소주제,진입각도,증상·성분키워드,포맷ID,훅유형,훅문구(첫3초 자막 원문),구조,편집장치,촬영,길이대,음원명,포맷소진도,국내약사사용계정수,이식후보여부,용도(내용·형식·둘다),배정가능(김주성·오약·선영·공용·불가),등급,제외사유,한줄요약,왜터졌나(가설),우리버전제안(훅 문구 3개),캡처파일,이식심사점수,사람검토,사람메모,지표수집일시,썸네일파일
BEAUTIFUL-DbQCFgOz9z0,2026-08-04T19:59:38+09:00,E1,beautiful_yaksa,뷰약사 ㅣ Healthy life Style l,2.3만,국내 약사 인플루언서,,2026-07-26,10,https://www.instagram.com/beautiful_yaksa/reel/DbQCFgOz9z0/,DbQCFgOz9z0,릴스,38.2,6853,312,2,1041,6.58,0.045528,0.037496,1.2142,0.0064,1,불명,약국 연고·제품을 증상별로 추천; 캡션에 광고·협찬 표기 없음; 공개 상담 링크와 DM·카카오톡 상담 CTA,피부·뷰티,여드름 연고 선택,여름 악화 경고→7가지 증상별 선택,여드름·아젤리아·아크덤겔·클리어틴·세비타비겔·디페린·노스카나·멜라토닝,,목록형,여름에 피지와 땀으로 여드름이 더 심해질수있어요,여름 악화 경고→7증상별 연고→사용법·주의→상담 CTA,번호 목록·제품명·사용 횟수·주의 문구,제품 설명 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,선영·오약·공용,,,약사가 여름 여드름을 증상별로 나눠 약국 연고와 사용법을 정리,증상별 제품 매칭과 사용 횟수를 한 장면에 모아 검색·저장 수요를 자극함(가설),"여름 여드름, 증상별로 연고가 다릅니다;좁쌀·붉은 여드름 약국템 정리;여드름 연고, 바르기 전에 확인할 것",,,검토,,2026-08-05T09:43:33.454Z,DbQCFgOz9z0.jpg
BEAUTIFUL-DbLIDhAzyM4,2026-08-04T19:59:38+09:00,E1,beautiful_yaksa,뷰약사 ㅣ Healthy life Style l,2.3만,국내 약사 인플루언서,,2026-07-25,11,https://www.instagram.com/beautiful_yaksa/reel/DbLIDhAzyM4/,DbLIDhAzyM4,릴스,45.5,899,96,18,1041,0.86,0.106785,0.037496,2.8479,0.1875,1,불명,제품명·가격·구매처를 함께 제시; 캡션에 광고·협찬 표기 없음; 댓글로 정리본 전송 CTA,피부·뷰티,다이소 여름 뷰티템,여름템 5개→가격·저장본 CTA,알로에 쿨링 선스틱·쿨링 생리대·메이크업 픽서·히알루론산 크림·쿨링 바디시트,,목록형,다이소뷰티꿀템 여름 뷰티꿀템!!!!,여름 상황 제시→5개 제품·가격→정리본 댓글 CTA,제품명·가격 자막·번호 목록,제품 공개 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,선영·오약·공용,,,약사가 다이소에서 살 수 있는 여름 뷰티템 5개를 가격과 함께 정리,구매 장소·가격·제품명을 한 번에 제시하고 저장·댓글 행동을 유도함(가설),"다이소 여름템, 약사가 고른 5개;휴가 전 5천원 뷰티템;가격까지 정리한 약국 추천템",,,검토,,2026-08-05T09:43:35.993Z,DbLIDhAzyM4.jpg
EUNHA-DbkpReKMuCV,2026-08-04T20:02:53+09:00,E1,eunha__yak,은하약사 | 손혜림,11.3만,국내 약사 인플루언서,,2026-08-03,2,https://www.instagram.com/eunha__yak/reel/DbkpReKMuCV/,DbkpReKMuCV,릴스,22.2,19483,142,72,1798,10.84,0.007288,0.06753,0.1079,0.507,1,불명,연령별 수면시간·영양제 교육; 캡션에 광고·협찬 표기 없음; 프로필 공개 상담 채널 존재,육아·여성건강·영양제,아이 수면·연령별 영양제,나이별 기준표→성분 조합,4~12개월·1~2세·3~5세·6~12세·13~18세·수면시간·유산균·비타민D·철분·미네랄·오메가3,,표·목록형,우리 아이 잘 자고 있을까? 약사엄마가 알려주는 나이별 권장 수면시간,육아 고민 제시→연령별 수면시간→연령별 성분 조합→상담 CTA,연령 구간 자막·이모지·표 형식,화면 자료 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,김주성·선영·공용,,,약사엄마가 아이 연령별 권장 수면시간과 영양제 조합을 한 장면에 정리,부모의 구체적인 연령·수면 고민을 기준표와 성분 조합으로 바로 연결함(가설),"아이 나이별 수면시간과 영양제;철분은 언제부터 확인할까?;아이 영양제, 필수와 선택을 나눠보세요",,,검토,,2026-08-05T09:41:14.313Z,DbkpReKMuCV.jpg
EUNHA-DbVUOJ2M37H,2026-08-04T20:02:53+09:00,E1,eunha__yak,은하약사 | 손혜림,11.3만,국내 약사 인플루언서,,2026-07-28,8,https://www.instagram.com/eunha__yak/reel/DbVUOJ2M37H/,DbVUOJ2M37H,릴스,43.8,1387,41,30,1798,0.77,0.02956,0.06753,0.4377,0.7317,1,불명,성장 시기별 영양제 선택 가이드; 캡션에 광고·협찬 표기 없음; 제품 판매 표기 미확인,육아·영양제,아이 영양제 선택 가이드,시기별 필수·선택 성분,아이영양제·성장시기·유산균·비타민D·철분·미네랄·오메가3·종합비타민·아르기닌,,가이드형,약사엄마표 우리 아이 시기별 영양제 세팅법 딱 정리해드릴게요,반복 질문 제시→성장 시기별 핵심→필수·선택 구분→상담 CTA,연령 구간·필수/선택 대비·핵심 자막,화면 자료 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,김주성·선영·공용,,,약사가 아이 영양제를 성장 시기별 필수·선택 성분으로 정리,부모가 반복해서 묻는 나이·성분 질문을 시기별 선택 가이드로 압축함(가설),"아이 영양제는 언제부터 무엇을 고를까?;성장 시기별 필수·선택 성분;우리 아이 영양제, 이 기준으로 정리하세요",,,검토,,2026-08-05T09:41:18.175Z,DbVUOJ2M37H.jpg
ON-DbUlNd3JArt,2026-08-04T20:06:25+09:00,E1,on.yaksa,건강을 ON💡약사 이강미,2751,국내 약사 인플루언서,,2026-07-28,8,https://www.instagram.com/on.yaksa/reel/DbUlNd3JArt/,DbUlNd3JArt,릴스,41.5,,0,4,980,,,0.02551,,,1,불명,피부 관리 3단계와 제품·성분을 설명; 캡션에 광고·협찬 표기 없음; 프로필 스마트스토어 링크 존재,피부·뷰티·청소년건강,청소년 여드름 관리,먹는 것·씻는 것·바르는 것 3단계,청소년 여드름·오메가3·비타민C·비타민D·AHA·BHA·보습,,단계형,"앞 영상에서 먹는 관리(영양제셋팅)를 말씀드렸다면, 오늘은 세안+보습 관리입니다",피부 고민 제시→먹는 것→씻는 것→바르는 것→DM CTA,3단계 숫자·성분 자막·금지 표시,화면 자료 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,선영·김주성·공용,,,약사가 청소년 여드름 관리를 먹는 것·씻는 것·바르는 것으로 나눠 설명,복잡한 피부 고민을 3단계로 단순화하고 바로 적용할 성분·행동을 제시함(가설),"청소년 여드름은 3단계로 보세요;먹는 것·씻는 것·바르는 것 순서;여드름 피부, 보습을 빼지 마세요",,,검토,지표수집 실패: 공개 재생수 미노출,2026-08-05T09:41:33.660Z,DbUlNd3JArt.jpg
ON-DbCXdVZvtB6,2026-08-04T20:06:25+09:00,E1,on.yaksa,건강을 ON💡약사 이강미,2751,국내 약사 인플루언서,,2026-07-21,15,https://www.instagram.com/on.yaksa/reel/DbCXdVZvtB6/,DbCXdVZvtB6,릴스,84.8,,0,3,980,,,0.02551,,,1,불명,약물 사용 중 영양 관리 교육; 캡션에 광고·협찬 표기 없음; 프로필 자체 스마트스토어 링크 존재,건강·대사·영양제,마운자로 사용 중 영양 관리,5가지 필수 관리,마운자로·GLP1·단백질·오메가3·종합비타민·식이섬유·비타민D·K2·근손실,,목록형,"마운자로 맞고 계신다면, 체중 감량만큼 중요한 건 근육과 영양을 지키는 것입니다",약물 사용 상황 제시→5가지 영양 요소→저장 CTA,번호 목록·성분 이모지·저장 표시,화면 자료 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,김주성·선영·공용,,,약사가 마운자로 사용 중 단백질·지방·비타민·식이섬유·D+K2를 정리,약물 사용자의 구체적인 관리 상황과 영양 요소 5개를 연결해 저장 수요를 만듦(가설),"마운자로 사용 중 먼저 챙길 5가지;살보다 근육을 지키는 영양;GLP1 다이어트, 단백질만 보면 안 되는 이유",,,검토,지표수집 실패: 공개 재생수 미노출,2026-08-05T09:41:36.185Z,DbCXdVZvtB6.jpg
JOY-DaEa-5EPIED,2026-08-04T20:10:13+09:00,E1,joy_pharm1212,조이약사 | 수지 조이약국 | 맞춤 건강상담,157,국내 약사 인플루언서,,2026-06-27,39,https://www.instagram.com/joy_pharm1212/reel/DaEa-5EPIED/,DaEa-5EPIED,릴스,41.3,,0,2,,,,,,,1,불명,유산균·항생제 복용 교육; 캡션에 광고·협찬 표기 없음; 유산균 DM 상담 CTA 존재,육아건강·약물안전,아이 항생제와 유산균,항생제 복용→병용·간격 기준,항생제·유산균·LGG·사카로미세스·2시간 간격·설사,,근거형,"아이 항생제 먹일 때, 약사가 꼭! 하는 말",상황 제시→임상시험 수치→병용·간격 기준→DM CTA,수치 강조·화살표·주의 시간 자막,화면 자료 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,김주성·선영·공용,,,약사가 아이 항생제 복용 중 유산균 병용과 2시간 간격을 근거 수치로 설명,부모의 복약 상황과 구체적인 간격·수치를 함께 제시해 즉시 확인 수요를 만듦(가설),"항생제와 유산균, 몇 시간 띄울까?;아이 항생제 복용 전 꼭 확인할 것;임상시험 수치로 보는 유산균 병용",,,검토,지표수집 실패: 공개 재생수 미노출,2026-08-05T09:41:47.666Z,DaEa-5EPIED.jpg
JOY-DY5x7zvvdn2,2026-08-04T20:10:13+09:00,E1,joy_pharm1212,조이약사 | 수지 조이약국 | 맞춤 건강상담,157,국내 약사 인플루언서,,2026-05-29,68,https://www.instagram.com/joy_pharm1212/reel/DY5x7zvvdn2/,DY5x7zvvdn2,릴스,51.7,,0,0,,,,,,,1,불명,마그네슘·오메가3·비타민D 기반 생리통 교육; 캡션에 광고·협찬 표기 없음; 상담 DM CTA 존재,여성건강·영양제,생리통 영양 관리,진통제 전 몸 상태 점검→3성분,생리통·마그네슘·오메가3·비타민D·염증·자궁근육,,목록형,"생리통, 매달 참기만 하셨나요?",문제 제기→3성분 설명→저장·공유·DM CTA,성분 이모지·체크 목록·저장 표시,화면 자료 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,선영·김주성·공용,,,약사가 생리통 관리 전에 확인할 마그네슘·오메가3·비타민D를 정리,매달 반복되는 증상을 성분 3개와 연결하고 저장·상담 행동으로 마무리함(가설),"생리통 전에 확인할 성분 3개;진통제 전에 몸 상태부터 보세요;마그네슘·오메가3·비타민D, 무엇부터 챙길까?",,,검토,지표수집 실패: 공개 재생수 미노출,2026-08-05T09:41:53.764Z,DY5x7zvvdn2.jpg
ONEUL-DbOB-dYJcjF,2026-08-04T20:15:50+09:00,E1,oneul_pharmacy,오늘부터 같이 시작해요!ㅣ오늘약사 김세희,3.2만,국내 약사 인플루언서,,2026-07-25,11,https://www.instagram.com/oneul_pharmacy/reel/DbOB-dYJcjF/,DbOB-dYJcjF,릴스,28.8,465,49,5,1373,0.34,0.105376,0.032464,3.2459,0.102,1,불명,아동 영양·비타민C 교육; 캡션에 광고·협찬 표기 없음; 프로필 자체 판매 링크와 계정 태그 존재,육아건강·영양제,아이 비타민C,상황 5가지→성분 선택,비염·알러지·코피·군것질·채소 기피·가족 흡연·비타민C,,목록형,"의외로 잘 모르시는, 비타민C가 꼭 필요한 아이 TOP5",문제 제기→5가지 상황→생활 우선순위→계정 CTA,TOP5 번호·상황별 자막·핵심 문장 강조,화면 자료 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,선영·김주성·공용,,,약사엄마가 아이에게 비타민C를 확인할 상황 5가지를 생활 사례로 설명,부모가 쉽게 대입할 수 있는 상황을 TOP5로 묶어 저장 수요를 만듦(가설),"아이 비타민C, 이런 상황이면 확인하세요;비염·코피·채소 기피 아이 영양;아이에게 꼭 필요한 비타민C 상황 5개",,,검토,,2026-08-05T09:43:39.720Z,DbOB-dYJcjF.jpg
ONEUL-DbLjWOzJem8,2026-08-04T20:15:50+09:00,E1,oneul_pharmacy,오늘부터 같이 시작해요!ㅣ오늘약사 김세희,3.2만,국내 약사 인플루언서,,2026-07-25,11,https://www.instagram.com/oneul_pharmacy/reel/DbLjWOzJem8/,DbLjWOzJem8,릴스,31.3,116,36,4,1373,0.08,0.310345,0.032464,9.5596,0.1111,1,불명,간접흡연과 영양 교육; 캡션에 광고·협찬 표기 없음; 프로필 자체 판매 링크와 계정 태그 존재,육아건강·영양제,간접흡연과 아이 비타민C,가족 흡연→관찰 신호→생활 습관,간접흡연·비타민C·감기·피로·식욕·피부·잇몸·멍,,경고형,가족 중 흡연자가 있다면 이 영상 꼭 공유해 주세요,가족 상황 제시→부족 가능성 설명→관찰 신호→생활 CTA,경고 문구·플러스 목록·가족 상황 강조,화면 자료 중심 릴스; 화자 노출 여부 미확인,미측정,,미측정,,검토,내용·형식,선영·김주성·공용,,,가족 흡연·간접흡연 상황에서 아이의 비타민C 관련 신호를 확인하도록 안내,가족 상황의 긴급성을 먼저 제시하고 관찰할 신호를 목록으로 제공함(가설),"간접흡연 가정의 아이, 먼저 확인할 신호;비타민C 부족이 의심되는 생활 장면;가족 건강 루틴을 하나씩 바꾸세요",,,검토,,2026-08-05T09:43:41.132Z,DbLjWOzJem8.jpg
GANGNAM-DbLF0Ttv03N,2026-08-04T20:24:00+09:00,E1,gangnam_kimyaksa,강남김약사,946,국내 약사 인플루언서,,2026-07-24,12,https://www.instagram.com/gangnam_kimyaksa/reel/DbLF0Ttv03N/,DbLF0Ttv03N,릴스,32.4,596,42,1,826,0.72,0.07047,0.042545,1.6564,0.0238,1,불명,약 복용·상처·감기약·습윤밴드·가글·냉장보관·항생제·코막힘 스프레이 9가지 약국 실수; 광고·협찬 표기 없음,생활약학·약물안전,복약 실수 9가지,상황별 금기·주의,덱시부프로펜·이부프로펜·락툴로오스·차전자피·항생제·코막힘 스프레이,FMT-MED-MISTAKES-001,목록형,약사들이 알려주지 않는 약국에서 가장 많이 하는 실수 9가지,실수 상황 제시→9개 약 복용·보관 실수→주의 문구→저장 CTA,번호 목록·체크 표시·경고 문구,화면 자료 중심 릴스,20-30초,Yoshimasa Terui • Delirious,미측정,,검토,내용·형식,김주성·오약·선영·공용,,,약사가 일상에서 반복되는 약 복용·보관 실수 9가지를 짧은 정답 목록으로 설명,상황별 질문이 많고 즉시 수정할 행동을 번호로 제공해 저장 수요를 만듦(가설),약국에서 가장 자주 하는 실수 9가지; 감기약·항생제·연고 보관 실수; 약은 이렇게 드세요,,,검토,,2026-08-05T09:42:02.414Z,DbLF0Ttv03N.jpg
